run_accession	sample_alias
ERR4046234	NHP2657
ERR4046246	NHP2660
ERR4046217	NHP2653
ERR4139388	NHP2664
ERR4046274	NHP2668
ERR4046286	NHP2671
ERR4046298	NHP2674
ERR4046310	NHP2677
ERR4046339	NHP2729
ERR4046343	NHP2747
ERR4046352	NHP2751
ERR4046360	NHP2753
ERR4046380	NHP2760
ERR4046404	NHP2767
ERR4046416	NHP2770
ERR4046432	NHP2774
ERR4046441	NHP2777
ERR4046445	NHP2779
ERR4046457	NHP2782
ERR4046473	NHP2786
ERR4046477	NHP2789
ERR4139394	NHP2790
ERR4046497	NHP2798
ERR4046517	NHP2802
ERR4046166	NHP2810
ERR4046534	NHP2806
ERR4046178	NHP2817
ERR4046190	NHP2821
ERR4045640	NHP2829
ERR4139403	NHP2825
ERR4045685	NHP2842
ERR4045701	NHP2846
ERR4045729	NHP2856
ERR4045750	NHP2861
ERR4045766	NHP2868
ERR3584888	BMP010
ERR3584894	BMP016
ERR3584908	BMP030
ERR3584944	BMP081
ERR3584948	BMP085
ERR3584975	BMP119
ERR3584979	BMP123
ERR3584984	BMP128
ERR3584986	BMP130
ERR3567563	BMP263
ERR3567553	BMP253
ERR3567557	BMP257
ERR3567419	NHP229
ERR3567630	BMP338
ERR3567632	BMP340
ERR4139323	BMP400
ERR4139329	BMP402
ERR3567694	BMP417
ERR3642062	NHP427
ERR3642070	NHP432
ERR3567810	BMP561
ERR3642164	NHP490
ERR4139331	NHP486
ERR3642180	NHP497
ERR4139392	NHP562
ERR4139401	NHP565
ERR3642191	NHP610
ERR3642197	NHP615
ERR3642315	NHP764
ERR3642319	NHP768
ERR3642347	NHP786
ERR3642353	NHP789
ERR3585257	BMP937
ERR3585260	BMP940
ERR3585263	BMP943
ERR3642309	NHP868
ERR3642314	NHP871
ERR3585361	BMP1109
ERR3585363	BMP1111
ERR3655858	NHP1084
ERR4139431	NHP1194
ERR4045645	NHP1245
ERR4023853	NHP1474
ERR4023861	NHP1479
ERR4023818	NHP1595
ERR4023828	NHP1602
ERR4024056	NHP1686
ERR4024061	NHP1690
ERR4024008	NHP1705
ERR4024083	NHP1701
ERR4024109	NHP1789
ERR4024117	NHP1796
ERR4046006	NHP1881
ERR4045954	NHP2001
ERR4045958	NHP2003
ERR4139363	NHP2126
ERR4046143	NHP2360
ERR4046475	NHP2484
ERR4046572	NHP2489
ERR4046592	NHP2575
ERR4046182	NHP2818
ERR4046194	NHP2822
ERR4045644	NHP2830
ERR4046307	NHE004
ERR4046336	NHE011
ERR4046348	NHE014
ERR4046369	NHE020
ERR4046377	NHE022
ERR4046429	NHE035
ERR3567165	BME001
ERR3567166	BME003
ERR3567173	BME011
ERR3567175	BME013
ERR4139239	BME028
ERR4046498	NHE052
ERR4046543	NHE063
ERR3567189	BME035
ERR3567190	BME036
ERR4046657	BME043
ERR4139241	BME045
ERR4045485	NHE087
ERR4139243	BME046
ERR4045504	NHE092
ERR4045508	NHE093
ERR4045516	NHE095
ERR3567199	BME056
ERR4045524	NHE097
ERR4045528	NHE099
ERR3567203	BME060
ERR4139250	NHE101
ERR3567205	BME062
ERR4045537	NHE104
ERR4045545	NHE106
ERR4045557	NHE109
ERR4045517	NHE113
ERR4045610	NHE123
ERR4045642	NHE132
ERR4045651	NHE134
ERR4045764	NHE163
ERR4045772	NHE165
ERR4045421	NHE173
ERR4045425	NHE174
ERR4045462	NHE184
ERR4045525	NHE200
ERR4045529	NHE201
ERR4045538	NHE203
ERR4139254	NHE204
ERR4045542	NHE205
ERR4045546	NHE206
ERR4045571	NHE212
ERR4045579	NHE215
ERR4045583	NHE217
ERR4045591	NHE219
ERR4045595	NHE222
ERR4045599	NHE223
ERR4045607	NHE225
ERR4045611	NHE229
ERR4045615	NHE231
ERR4045643	NHE238
ERR4045652	NHE240
ERR4045660	NHE242
ERR4045672	NHE246
ERR4045684	NHE249
ERR4045688	NHE251
ERR4139272	NHE252
ERR4045696	NHE255
ERR4045708	NHE259
ERR4045720	NHE262
ERR4045724	NHE264
ERR4045732	NHE266
ERR4139284	NHE275
ERR4045753	NHE278
ERR4045765	NHE281
ERR4045769	NHE282
ERR4045406	NHE287
ERR4045410	NHE288
ERR4045447	NHE299
ERR4139293	NHE291
ERR4045455	NHE301
ERR4045471	NHE305
ERR4045479	NHE307
ERR4139299	NHE324
ERR4139305	NHE326
ERR4139308	NHE328
ERR4139312	NHE330
ERR4139315	NHE331
