SANGER_ID	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	nominal_length	library_selection	first_public	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_ftp	submitted_galaxy	sra_bytes	sra_md5	sra_ftp	sample_alias	broker_name	sample_title.1	nominal_sdev
G18000345	SAMEA5855644	ERS3644165	ERX4665230	ERR4795460	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000348	SAMEA5855645	ERS3644166	ERX4665231	ERR4795461	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000352	SAMEA5855646	ERS3644167	ERX4665232	ERR4795462	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000364	SAMEA5855647	ERS3644168	ERX4665233	ERR4795463	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000367	SAMEA5855648	ERS3644169	ERX4665234	ERR4795464	573	Klebsiella pneumoniae	433	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000570	SAMEA5855649	ERS3644170	ERX4665235	ERR4795465	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000630	SAMEA5855650	ERS3644171	ERX4665236	ERR4795466	573	Klebsiella pneumoniae	444	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000639	SAMEA5855652	ERS3644173	ERX4665237	ERR4795467	573	Klebsiella pneumoniae	456	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000650	SAMEA5855653	ERS3644174	ERX4665238	ERR4795468	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000335	SAMEA5855641	ERS3644162	ERX4665239	ERR4795469	573	Klebsiella pneumoniae	451	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000654	SAMEA5855654	ERS3644175	ERX4665240	ERR4795470	573	Klebsiella pneumoniae	459	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000688	SAMEA5855658	ERS3644179	ERX4665241	ERR4795471	573	Klebsiella pneumoniae	440	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000664	SAMEA5855656	ERS3644177	ERX4665242	ERR4795472	573	Klebsiella pneumoniae	460	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000675	SAMEA5855657	ERS3644178	ERX4665243	ERR4795473	573	Klebsiella pneumoniae	458	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000694	SAMEA5855659	ERS3644180	ERX4665244	ERR4795474	573	Klebsiella pneumoniae	460	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000739	SAMEA5855664	ERS3644185	ERX4665245	ERR4795475	573	Klebsiella pneumoniae	420	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000707	SAMEA5855661	ERS3644182	ERX4665246	ERR4795476	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000753	SAMEA5855669	ERS3644189	ERX4665247	ERR4795477	573	Klebsiella pneumoniae	451	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000755	SAMEA5855670	ERS3644190	ERX4665248	ERR4795478	573	Klebsiella pneumoniae	465	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000728	SAMEA5855663	ERS3644184	ERX4665249	ERR4795479	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001012	SAMEA5855683	ERS3644203	ERX4665250	ERR4795480	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000740	SAMEA5855665	ERS3644186	ERX4665251	ERR4795481	573	Klebsiella pneumoniae	397	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001052	SAMEA5855693	ERS3644213	ERX4665252	ERR4795482	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000742	SAMEA5855666	ERS3644187	ERX4665253	ERR4795483	573	Klebsiella pneumoniae	432	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001061	SAMEA5855695	ERS3644215	ERX4665254	ERR4795484	573	Klebsiella pneumoniae	448	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001065	SAMEA5855697	ERS3644217	ERX4665255	ERR4795485	573	Klebsiella pneumoniae	458	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000748	SAMEA5855667	ERS3644188	ERX4665256	ERR4795486	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000756	SAMEA5855671	ERS3644191	ERX4665257	ERR4795487	573	Klebsiella pneumoniae	453	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001092	SAMEA5855703	ERS3644223	ERX4665258	ERR4795488	573	Klebsiella pneumoniae	464	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000760	SAMEA5855672	ERS3644192	ERX4665259	ERR4795489	573	Klebsiella pneumoniae	455	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000763	SAMEA5855673	ERS3644193	ERX4665260	ERR4795490	573	Klebsiella pneumoniae	470	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000769	SAMEA5855674	ERS3644194	ERX4665262	ERR4795492	573	Klebsiella pneumoniae	458	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001102	SAMEA5855708	ERS3644228	ERX4665263	ERR4795493	573	Klebsiella pneumoniae	451	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000781	SAMEA5855676	ERS3644196	ERX4665265	ERR4795495	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000794	SAMEA5855677	ERS3644197	ERX4665267	ERR4795497	573	Klebsiella pneumoniae	455	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31231_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000098	SAMEA5976657	ERS3779492	ERX4665271	ERR4795501	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000214	SAMEA5976661	ERS3779496	ERX4665274	ERR4795504	573	Klebsiella pneumoniae	419	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000439	SAMEA5976663	ERS3779498	ERX4665275	ERR4795505	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000463	SAMEA5976638	ERS3779473	ERX4665276	ERR4795506	573	Klebsiella pneumoniae	438	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000501	SAMEA5976639	ERS3779474	ERX4665277	ERR4795507	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000511	SAMEA5976640	ERS3779475	ERX4665278	ERR4795508	573	Klebsiella pneumoniae	427	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000553	SAMEA5976641	ERS3779476	ERX4665279	ERR4795509	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000561	SAMEA5976642	ERS3779477	ERX4665280	ERR4795510	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000563	SAMEA5976643	ERS3779478	ERX4665281	ERR4795511	573	Klebsiella pneumoniae	408	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000567	SAMEA5976645	ERS3779480	ERX4665282	ERR4795512	573	Klebsiella pneumoniae	414	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000590	SAMEA5976644	ERS3779479	ERX4665283	ERR4795513	573	Klebsiella pneumoniae	439	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000595	SAMEA5976646	ERS3779481	ERX4665284	ERR4795514	573	Klebsiella pneumoniae	435	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000609	SAMEA5976648	ERS3779483	ERX4665285	ERR4795515	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000676	SAMEA5976577	ERS3779412	ERX4665288	ERR4795518	573	Klebsiella pneumoniae	474	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000685	SAMEA5976579	ERS3779414	ERX4665289	ERR4795519	573	Klebsiella pneumoniae	426	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000693	SAMEA5976580	ERS3779415	ERX4665290	ERR4795520	573	Klebsiella pneumoniae	460	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000723	SAMEA5976582	ERS3779417	ERX4665291	ERR4795521	573	Klebsiella pneumoniae	440	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000725	SAMEA5976583	ERS3779418	ERX4665292	ERR4795522	573	Klebsiella pneumoniae	457	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000777	SAMEA5976585	ERS3779420	ERX4665293	ERR4795523	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000783	SAMEA5976589	ERS3779424	ERX4665294	ERR4795524	573	Klebsiella pneumoniae	383	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000796	SAMEA5976588	ERS3779423	ERX4665295	ERR4795525	573	Klebsiella pneumoniae	435	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000800	SAMEA5976590	ERS3779425	ERX4665296	ERR4795526	573	Klebsiella pneumoniae	467	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000806	SAMEA5976592	ERS3779427	ERX4665297	ERR4795527	573	Klebsiella pneumoniae	433	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000811	SAMEA5976593	ERS3779428	ERX4665298	ERR4795528	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000816	SAMEA5976594	ERS3779429	ERX4665299	ERR4795529	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000822	SAMEA5976596	ERS3779431	ERX4665300	ERR4795530	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000834	SAMEA5976599	ERS3779434	ERX4665301	ERR4795531	573	Klebsiella pneumoniae	419	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000839	SAMEA5976602	ERS3779437	ERX4665303	ERR4795533	573	Klebsiella pneumoniae	444	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000849	SAMEA5976603	ERS3779438	ERX4665304	ERR4795534	573	Klebsiella pneumoniae	451	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000863	SAMEA5976604	ERS3779439	ERX4665305	ERR4795535	573	Klebsiella pneumoniae	418	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000865	SAMEA5976606	ERS3779441	ERX4665306	ERR4795536	573	Klebsiella pneumoniae	427	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000869	SAMEA5976607	ERS3779442	ERX4665307	ERR4795537	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000873	SAMEA5976608	ERS3779443	ERX4665308	ERR4795538	573	Klebsiella pneumoniae	433	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000876	SAMEA5976609	ERS3779444	ERX4665309	ERR4795539	573	Klebsiella pneumoniae	417	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000878	SAMEA5976610	ERS3779445	ERX4665310	ERR4795540	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000879	SAMEA5976611	ERS3779446	ERX4665311	ERR4795541	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000880	SAMEA5976612	ERS3779447	ERX4665312	ERR4795542	573	Klebsiella pneumoniae	460	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000890	SAMEA5976614	ERS3779449	ERX4665313	ERR4795543	573	Klebsiella pneumoniae	433	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000899	SAMEA5976616	ERS3779451	ERX4665316	ERR4795546	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000900	SAMEA5976618	ERS3779453	ERX4665317	ERR4795547	573	Klebsiella pneumoniae	428	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000914	SAMEA5976622	ERS3779457	ERX4665320	ERR4795550	573	Klebsiella pneumoniae	443	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000918	SAMEA5976624	ERS3779459	ERX4665321	ERR4795551	573	Klebsiella pneumoniae	432	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000922	SAMEA5976625	ERS3779460	ERX4665322	ERR4795552	573	Klebsiella pneumoniae	442	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000949	SAMEA5976627	ERS3779462	ERX4665324	ERR4795554	573	Klebsiella pneumoniae	426	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000950	SAMEA5976628	ERS3779463	ERX4665325	ERR4795555	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000951	SAMEA5976631	ERS3779466	ERX4665326	ERR4795556	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000954	SAMEA5976630	ERS3779465	ERX4665327	ERR4795557	573	Klebsiella pneumoniae	443	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_31587_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
